INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10102000	1	1	2	0	0	455	1	-1	-1	白铁剑	1	-1	新手武器，没有什么价值。#r#c00FF00（右键点击装备）	20	16	114	3	0	-1	-1	Sword1_1	单短类	-1	0	0	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102001	1	1	2	1	0	458	1	-1	-1	秋叶刃	10	-1	普通铜铁所铸，行走江湖防身所用。	180	144	125	3	0	-1	-1	Sword1_4	单短类	-1	0	0	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102002	1	1	2	2	0	460	1	-1	-1	白虹剑	20	-1	剑身通体银白色，细长，锋刃锐利。	540	432	137	3	0	-1	-1	Sword1_6	单短类	-1	0	0	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102003	1	1	2	3	0	466	1	-1	-1	蓝玉剑	30	-1	精铁打造，下窄上宽，剑柄处镶有三颗蓝玉，黑夜中也可闪闪发光。	1150	920	150	3	0	-1	-1	Sword1_12	单短类	-1	0	0	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102004	1	1	2	4	0	469	1	-1	-1	冰弦剑	40	-1	剑身细窄，剑锋处有倒勾，薄刃如冰，武林中人所喜爱的武器。	1780	1424	162	3	0	-1	-1	Sword1_16	单短类	-1	0	0	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102005	1	1	2	5	0	472	1	-1	-1	精钢剑	50	-1	此剑精钢淬就，剑身有菱形图案，大气，古旧。	2700	2160	175	3	0	-1	-1	Sword2_2	单短类	-1	0	0	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102006	1	1	2	6	0	480	1	-1	-1	镇妖刃	60	-1	黄铜精制，刀身雕有七妖环绕图，刀锋锐利，不可多得的利器。	3850	3080	187	3	0	-1	-1	Sword2_10	单短类	-1	0	0	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102007	1	1	2	7	0	484	1	-1	-1	金翎剑	70	-1	剑身如雁，上下一般粗细，前端有雁翅状突起，中央镶有一玄铁翎，隐生寒光。	5570	4456	200	3	0	-1	-1	Sword2_14	单短类	-1	0	0	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102008	1	1	2	8	0	489	1	-1	-1	惊鸿刃	80	-1	刀身古朴宽大，饰有金色纹路，与刀锋的光华相得益彰。	7450	5960	212	3	0	-1	-1	Sword3_3	单短类	-1	0	0	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102009	1	1	2	9	0	490	1	-1	-1	龙麟刃	90	-1	相传魏文帝曹丕使匠人锻造百日铸成的宝刀，纹似龙鳞，刃如白霜，锋利异常。	9950	7960	225	3	0	-1	-1	Sword3_4	单短类	-1	0	0	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102010	1	1	2	10	0	498	1	-1	-1	玄铁剑	100	-1	玄铁所铸，剑身长约一丈，极为沉重，剑头钝圆，全剑无任何雕饰。	16000	12800	237	3	0	-1	-1	Sword3_12	单短类	-1	0	0	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102012	1	1	2	12	0	363	1	-1	-1	矿锄	10	-1	初级矿锄。	180	144	125	3	0	-1	-1	MenpaiLiveSkill_12	工具	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102013	1	1	2	13	0	361	1	-1	-1	采药镰	10	-1	初级采药镰。	180	144	125	3	0	-1	-1	OtherTools2_13	工具	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102014	1	1	2	14	0	654	1	-1	-1	塔哈	110	-1	苍穹与大地，恩赐于持有者敬畏之力，夜火月寒。	19360	15488	255	3	0	-1	-1	Sword4_13	单短类	-1	0	0	969	969	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102015	1	1	2	15	0	655	1	-1	-1	石谷	120	-1	传说天经所记载的利器，为石谷所斩之身精魂封闭于其中，永世不还。	23040	18432	255	3	0	-1	-1	Sword4_14	单短类	-1	0	0	1054	1054	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102016	1	1	2	16	0	410	1	-1	-1	130级单短	130	-1	130级单短	27040	21632	255	3	0	-1	-1	Sword4_15	单短类	-1	0	0	1139	1139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102017	1	1	2	17	0	410	1	-1	-1	140级单短	140	-1	140级单短	31360	25088	255	3	0	-1	-1	Sword4_16	单短类	-1	0	0	1224	1224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102018	1	1	2	18	0	410	1	-1	-1	150级单短	150	-1	150级单短	36000	28800	255	3	0	-1	-1	Sword4_17	单短类	-1	0	0	1310	1310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10102100	1	1	2	100	0	455	1	-1	-1	铁剑	1	-1	新手武器，没有什么价值。#r#c00FF00（右键点击装备）	20	1	114	3	0	-1	-1	Sword1_1	单短类	-1	0	0	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
#幻饰武器 20190123重新整理																																																																																																					
10102220	1	1	2	120	0	1135	3	-1	-1	樱桃布丁	42	-1	"意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00可在洛阳（338,270）庄舞诗处锻造为幻饰武器。"	20000000	4	215	3	3	9062	-1	CircularTaskTool64_10	单短类	-1	0	0	175	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102221	1	1	2	121	19	1135	3	-1	-1	樱桃布丁（1级）	42	-1	意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_12	10102221	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102222	1	1	2	122	19	1194	3	-1	-1	樱桃布丁（2级）	42	-1	意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_12	10102222	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102223	1	1	2	123	19	1195	3	-1	-1	樱桃布丁（3级）	42	-1	意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_12	10102223	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102224	1	1	2	124	19	1196	3	-1	-1	樱桃布丁（4级）	42	-1	意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_12	10102224	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102225	1	1	2	125	19	1197	3	-1	-1	樱桃布丁（5级）	42	-1	意料之外的柔软和甜蜜，小心点，别把口水滴在上边。#r#c00FF00此幻饰武器的装饰等级已满级。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_12	10102225	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102230	1	1	2	126	0	1134	3	-1	-1	草莓甜筒	42	-1	"奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00可在洛阳（338,270）庄舞诗处锻造为幻饰武器。"	20000000	4	215	3	3	9062	-1	CircularTaskTool64_9	单短类	-1	0	0	175	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102231	1	1	2	127	19	1134	3	-1	-1	草莓甜筒（1级）	42	-1	奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_13	10102231	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102232	1	1	2	128	19	1190	3	-1	-1	草莓甜筒（2级）	42	-1	奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_13	10102232	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102233	1	1	2	129	19	1191	3	-1	-1	草莓甜筒（3级）	42	-1	奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_13	10102233	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102234	1	1	2	130	19	1192	3	-1	-1	草莓甜筒（4级）	42	-1	奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_13	10102234	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102235	1	1	2	131	19	1193	3	-1	-1	草莓甜筒（5级）	42	-1	奶油是温暖的记忆，草莓代表甜蜜的爱情，初恋般的草莓甜筒，还不会融化哟。#r#c00FF00此幻饰武器的装饰等级已满级。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_13	10102235	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102240	1	1	2	125	0	1138	3	-1	-1	浪漫小熊	42	-1	"一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00可在洛阳（338,270）庄舞诗处锻造为幻饰武器。"	20000000	4	215	3	3	9062	-1	CircularTaskTool70_1	单短类	-1	0	0	175	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102241	1	1	2	125	19	1138	3	-1	-1	浪漫小熊（1级）	42	-1	一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_14	10102241	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102242	1	1	2	125	19	1198	3	-1	-1	浪漫小熊（2级）	42	-1	一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_14	10102242	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102243	1	1	2	125	19	1199	3	-1	-1	浪漫小熊（3级）	42	-1	一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_14	10102243	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102244	1	1	2	125	19	1200	3	-1	-1	浪漫小熊（4级）	42	-1	一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_14	10102244	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102245	1	1	2	125	19	1201	3	-1	-1	浪漫小熊（5级）	42	-1	一个由一对布偶小熊做成的武器，是坚贞伟大、永远相伴的爱情见证。#r#c00FF00此幻饰武器的装饰等级已满级。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_14	10102245	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102250	1	1	2	128	0	1189	3	-1	-1	绮梦玫瑰	42	-1	"韶华如梦，许一朵百媚千娇，扮卿卿无双国色。#r#c00FF00可在洛阳（338,270）庄舞诗处锻造为幻饰武器。"	20000000	4	215	3	3	9062	-1	CircularTaskTool78_2	单短类	-1	0	0	175	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
10102251	1	1	2	128	19	1189	3	-1	-1	绮梦玫瑰（1级）	42	-1	韶华如梦，许一朵百媚千娇，扮卿卿无双国色。#r#c00FF00可在洛阳（338，270）庄舞诗处使用幻饰武器升级功能。	20000000	4	215	3	3	9062	-1	DecorateWeapon1_15	10102251	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3009	9	0	0	0	-1	0	0	1	-1	-1
